DISPUTE.id,DISPUTE.title,DISPUTE.economic_sector,DISPUTE.case_respondent,DISPUTE.amount_of_damages,DISPUTE.case_law_text,DISPUTE.case_treaties_tid,DISPUTE.case_claimant,DISPUTE.arbitration_rules,DISPUTE.outcome,DISPUTE.case_treaties,DISPUTE.case_country,DISPUTE.icsid_caseno
356,"Duke Energy Electroquil Partners & Electroquil S.A. v. Republic of Ecuador, ICSID Case No. ARB/04/19",,ECU,,Ecuador-United States BIT,172.0,"Duke Energy Electroquil Partners, Electroquil S.A.",ICSID,,Ecuador-United States BIT,,ARB/04/19
3411,Domtar Inc. v. United States of America,"Agriculture, forestry and fishing",,,NAFTA,11.0,,UNCITRAL,,NAFTA,,
2587,Diag Human S.E. v. The Czech Republic,,CZE,,,,Diag Human S.E.,ad hoc,,,,
2275,"Deutsche Telekom v. India, ICSID",,IND,,Germany-India BIT,978.0,Deutsche Telekom,ICSID Additional Facility,,Germany-India BIT,,
1745,"Deutsche Bank AG v. Democratic Socialist Republic of Sri Lanka, ICSID Case No. ARB/09/2",,LKA,,Germany-Sri Lanka BIT,836.0,Deutsche Bank AG,ICSID,,Germany-Sri Lanka BIT,,ARB/09/2
354,"Detroit International Bridge Company v. Government of Canada, UNCITRAL, PCA Case No. 2012-25",,CAN,,NAFTA,11.0,Detroit International Bridge Company,UNCITRAL,,NAFTA,,2012-25
353,"Desert Line Projects LLC v. The Republic of Yemen, ICSID Case No. ARB/05/17",,YEM,,,258.0,Desert Line Projects LLC,ICSID,,Oman-Yemen BIT,,ARB/05/17
2219,"Ömer Dede and Serdar Elhüseyni v. Romania, ICSID Case No. ARB/10/22",,ROU,,,963.0,"Dede, Elhüseyni",ICSID,,Romania-Turkey BIT,,ARB/10/22
1937,"Dan Cake S.A. v. Hungary, ICSID Case No. ARB/12/9",,HUN,,Hungary-Portugal BIT,868.0,Dan Cake S.A.,ICSID,,Hungary-Portugal BIT,,ARB/12/9
1520,"Daimler Financial Services AG v. Argentine Republic, ICSID Case No. ARB/05/1",,ARG,,Argentina-Germany BIT,369.0,Daimler Financial Services AG,ICSID,,Argentina-Germany BIT,,ARB/05/1
2303,CSP Equity Investment Sarl v. Spain,,ESP,,Energy Charter Treaty (ECT),59.0,CSP Equity Investment Sarl,SCC,,Energy Charter Treaty (ECT),,
1530,"Crystallex International Corporation v. Bolivarian Republic of Venezuela, ICSID Case No. ARB(AF)/11/2",,VEN,,Canada-Venezuela BIT,467.0,Crystallex International Corporation,ICSID Additional Facility,,Canada-Venezuela BIT,,ARB(AF)/11/2
351,"Crespo and others v. Poland, ICC",,POL,,Poland-Spain BIT,257.0,Crespo,ICC,,Poland-Spain BIT,,
3054,"Council of Canadians, CUPW and the Charter Committee on Poverty Issues v. the Attorney General of Canada",,CAN,,,11.0,"Council of Canadians, CUPW, Charter Committee on Poverty Issues",,,NAFTA,CAN,
3029,Council of Canadians et al. v. Attorney General of Canada,,CAN,,,11.0,Council of Canadians,,,NAFTA,CAN,
3961,"Cosigo Resources, Ltd., Cosigo Resources Sucursal Colombia, Tobie Mining and Energy, Inc. v. Republic of Colombia, UNCITRAL","Mining and quarrying, including hydrocarbons (oil and gas)",,,,2688.0,,UNCITRAL,,United States-Colombia Trade Promotion Agreement,,
2108,"Corporación Quiport S.A. and others v. Republic of Ecuador, ICSID Case No. ARB/09/23",,ECU,,,930.0,Corporación Quiport S.A.,ICSID,,Various BITs,,ARB/09/23
2690,"Corona Materials LLC v. Dominican Republic, ICSID Case No. ARB(AF)/14/3",,DOM,,CAFTA,231.0,Corona Materials LLC,ICSID Additional Facility,,CAFTA,,ARB(AF)/14/3
345,"Corn Products International, Inc. v. United Mexican States, ICSID Case No. ARB (AF)/04/1",,MEX,,NAFTA,11.0,"Corn Products International, Inc.",ICSID Additional Facility,,NAFTA,,ARB(AF)/04/1
4206,"Copper Mesa Mining Corporation v. Republic of Ecuador, PCA No. 2012-2","Mining and quarrying, including hydrocarbons (oil and gas)",,"US $19,447,494",Canada - Ecuador BIT (1996),3246.0,,UNCITRAL,In favour of Investor,Canada - Ecuador BIT (1996),,
2078,"Convial Callao S.A. and CCI - Compañía de Concesiones de Infraestructura S.A. v. Republic of Peru, ICSID Case No. ARB/10/2",,PER,,Argentina-Peru BIT,918.0,"Convial Callao S.A., CCI - Compañía de Concesiones de Infraestructura S.A.",ICSID,,Argentina-Peru BIT,,ARB/10/2
329,"Continental Casualty Company v. The Argentine Republic, ICSID Case No. ARB/03/9",,ARG,,Argentina-United States BIT,179.0,Continental Casualty Company,ICSID,,Argentina-United States BIT,,ARB/03/9
325,"Consortium RFCC v. Royaume du Maroc, ICSID Case No. ARB/00/6",,MAR,,Italy-Morocco BIT,247.0,Consortium RFCC,ICSID,,Italy-Morocco BIT,,ARB/00/6
323,"Consortium Groupement L.E.S.I.- DIPENTA v. République algérienne démocratique et populaire, ICSID Case No. ARB/03/08",,DZA,,,243.0,Consortium Groupement L.E.S.I.- DIPENTA,ICSID,,Algeria-Italy BIT,,ARB/03/8
1918,"Consolidated Exploration Holdings Ltd. and others v. Kyrgyz Republic, ICSID Case No. ARB(AF)/13/1",,KGZ,,,860.0,Consolidated Exploration Holdings Ltd.,ICSID Additional Facility,,Kazakhstan-Kyrgyz Republic BIT,,ARB(AF)/13/1
3413,"Compañia del Desarrollo de Santa Elena S.A. v. Republic of Costa Rica, ICSID Case No. ARB/96/1",Real estate activities,,,,,,ICSID,,,,ARB/96/1
309,"Compañiá de Aguas del Aconquija S.A. and Vivendi Universal S.A. v. Argentine Republic, ICSID Case No. ARB/97/3 (formerly Compañía de Aguas del Aconquija, S.A. and Compagnie Générale des Eaux v. Argentine Republic)",,ARG,,Argentina-France BIT,234.0,"Compañiá de Aguas del Aconquija S.A., Vivendi Universal S.A.",ICSID,,Argentina-France BIT,,ARB/97/3
1177,"Compagnie International de Maintenance (CIM) v. Ethiopia, UNCITRAL",,ETH,,Ethiopia-France BIT,627.0,Compagnie International de Maintenance (CIM),UNCITRAL,,Ethiopia-France BIT,,
3420,"Compagnie Française pour le Développement des Fibres Textiles v. Côte d'Ivoire, ICSID Case No. ARB/97/8",Other service activities,,,,,,ICSID,Settled,,,ARB/97/8
3424,"Compagnie d'Exploitation du Chemin de Fer Transgabonais v. Gabonese Republic, ICSID Case No. ARB/04/5",Transportation and storage,,,,,,ICSID,In favour of Investor,,,ARB/04/5
3039,"Commission of the European Communities v. Kingdom of Sweden, European Court of Justice Case C-249/06",,SWE,,,746.0,Commission of the European Communities,,,Bolivia-Sweden BIT,,
3034,"Commission of the European Communities v. Republic of Austria, European Court of Justice Case C-205/06",,AUT,,,767.0,Commission of the European Communities,,,Austria-Turkey BIT,,
296,"Commerce Group Corp. and San Sebastian Gold Mines, Inc. v. The Republic of El Salvador, ICSID Case No. ARB/09/17",,SLV,,CAFTA,231.0,"Commerce Group Corp. , San Sebastian Gold Mines Inc.",ICSID,,CAFTA,,ARB/09/17
3407,Dow AgroSciences LLC vs. Government of Canada,Manufacturing,,,,11.0,,,Settled,NAFTA,,
3430,"Colt Industries Operating Corporation v. Republic of Korea, ICSID Case No. ARB/84/2",Other service activities,,,,,,ICSID,Settled,,,ARB/84/2
288,"CMS Gas Transmission Company v. The Republic of Argentina, ICSID Case No. ARB/01/8",,ARG,,Argentina-United States BIT,179.0,CMS Gas Transmission Company,ICSID,,Argentina-United States BIT,,ARB/01/8
281,"CME Czech Republic B.V. v. The Czech Republic, UNCITRAL",,CZE,,Czech Republic-Netherlands BIT,212.0,CME Czech Republic B.V.,UNCITRAL,,Czech Republic-Netherlands BIT,,
1588,"William Ralph Clayton, William Richard Clayton, Douglas Clayton, Daniel Clayton and Bilcon of Delaware Inc. v. Government of Canada, UNCITRAL, PCA Case No. 2009-04","Mining and quarrying, including hydrocarbons (oil and gas)",CAN,,NAFTA,11.0,"Clayton, Bilcon of Delaware Inc.",UNCITRAL,In favour of Investor,NAFTA,,2009-04
3432,"City Oriente Limited v. Republic of Ecuador and Empresa Estatal Petróleos del Ecuador (Petroecuador) [I], ICSID Case No. ARB/06/21","Mining and quarrying, including hydrocarbons (oil and gas)",,,,,,ICSID,Settled,,,ARB/06/21
3119,"CIT Group Inc. v. Argentine Republic, ICSID Case No. ARB/04/9",Financial and insurance activities,ARG,,US-Argentina,1516.0,CIT Group,ICSID,Discontinued,US-Argentina,,ARB/04/9
321,"ConocoPhillips Petrozuata B.V., ConocoPhillips Hamaca B.V. and ConocoPhillips Gulf of Paria B.V. v. Bolivarian Republic of Venezuela, ICSID Case No. ARB/07/30",,VEN,,Netherlands-Venezuela BIT,192.0,ConocoPhillips Company,ICSID,,Netherlands-Venezuela BIT,,ARB/07/30
1479,"Churchill Mining PLC and Planet Mining Pty Ltd v. Republic of Indonesia, ICSID Case No. ARB/12/14 and 12/40",,IDN,,Australia-Indonesia BIT,1031.0,"Churchill Mining PLC, Planet Mining Pty Ltd",ICSID,,Australia-Indonesia BIT,,ARB/12/14 and 12/40
279,"China Heilongjiang International Economic & Technical Cooperative Corp., Beijing Shougang Mining Investment Company Ltd., and Qinhuangdaoshi Qinlong International Industrial Co. Ltd. v. Mongolia, UNCITRAL, PCA",,MNG,,China-Mongolia BIT,210.0,"China Heilongjiang International Economic & Technical Cooperative Corp., Beijing Shougang Mining Investment Company Ltd., Qinhuangdaoshi Qinlong International Industrial Co. Ltd.",UNCITRAL,,China-Mongolia BIT,,
257,"Chevron Corporation and Texaco Petroleum Corporation v. The Republic of Ecuador, UNCITRAL, PCA Case No. 2009-23",,ECU,,Ecuador-United States BIT,172.0,"Chevron Corporation, Texaco Petroleum Corporation",UNCITRAL,,Ecuador-United States BIT,,2009-23
251,"Chevron Corporation (USA) and Texaco Petroleum Company (USA) v. The Republic of Ecuador, UNCITRAL, PCA Case No. 34877",,ECU,,Ecuador-United States BIT,172.0,"Chevron Corporation, Texaco Petroleum Company",UNCITRAL,,Ecuador-United States BIT,,34877
245,"Champion Trading Company, Ameritrade International, Inc. v. Arab Republic of Egypt, ICSID Case No. ARB/02/9 (formerly Champion Trading Company, Ameritrade International, Inc., James T. Wahba, John B. Wahba, Timothy T. Wahba v. Arab Republic of Egypt)",,EGY,,Egypt-United States BIT,70.0,"Champion Trading Company, Ameritrade International Inc.",ICSID,,Egypt-United States BIT,,ARB/02/9
2070,"CEZ v. The Republic of Albania, UNCITRAL",,ALB,,Energy Charter Treaty (ECT),59.0,CEZ,UNCITRAL,,Energy Charter Treaty (ECT),,
238,"Ceskoslovenska Obchodni Banka, A.S. v. The Slovak Republic, ICSID Case No. ARB/97/4",,SVK,,,196.0,"Ceskoslovenska Obchodni Banka, A.S.",ICSID,,Czech Republic-Slovak Republic BIT,,ARB/97/4
236,"Cesare Galdabini SpA v. Russian Federation, UNCITRAL",,RUS,,Italy-Russian Federation BIT,195.0,Cesare Galdabini SpA,UNCITRAL,,Italy-Russian Federation BIT,,
4191,"Centerra Gold Inc. and Kumtor Gold Company v. The Kyrgyz Republic, UNCITRAL","Mining and quarrying, including hydrocarbons (oil and gas)",,,,,,UNCITRAL,,,,
2291,"Cemusa - Corporación Europea de Mobiliario Urbano, S.A. and Corporación Americana de Equipamientos Urbanos, S.L. v. United Mexican States, ICSID Case No. ARB(AF)/13/2",,MEX,,Mexico-Spain BIT,583.0,"Cemusa - Corporación Europea de Mobiliario Urbano, S.A., Corporación Americana de Equipamientos Urbanos, S.L.",ICSID Additional Facility,,Mexico-Spain BIT,,ARB(AF)/13/2
3784,"Bahige Bassem Chaaban, Jeffery Thomas, Mohamud Saddedin and CEN Biotech Inc. v. Government of Canada",Human health and social work activities,,,NAFTA,11.0,,,,NAFTA,,
232,"CEMEX Caracas Investments B.V. and CEMEX Caracas II Investments B.V. v. Bolivarian Republic of Venezuela, ICSID Case No. ARB/08/15",,VEN,,Netherlands-Venezuela BIT,192.0,CEMEX Caracas Investments B.V.,ICSID,,Netherlands-Venezuela BIT,,ARB/08/15
3592,"Cemex Asia Holdings Ltd v. Republic of Indonesia, ICSID Case No. ARB/04/3",Construction,,,,2280.0,,ICSID,Settled,ASEAN Treaty,,ARB/04/3
230,"Cementownia Nowa Huta S.A. v. Republic of Turkey, UNCITRAL",,TUR,,Poland-Turkey BIT,191.0,Cementownia “Nowa Huta” S.A.,UNCITRAL,,Poland-Turkey BIT,,
228,"Cementownia ""Nowa Huta"" S.A. v. Republic of Turkey, ICSID Case No. ARB(AF)/06/2",,TUR,,Energy Charter Treaty (ECT),59.0,"Cementownia ""Nowa Huta"" S.A.",ICSID Additional Facility,,Energy Charter Treaty (ECT),,ARB(AF)/06/2
3439,"CDC Group plc v. Republic of Seychelles, ICSID Case No. ARB/02/14",,,,,,,ICSID,In favour of Investor,,,ARB/02/14
227,"CCL v. Republic of Kazakhstan, SCC Case 122/2001",,KAZ,,Kazakhstan-United States BIT,72.0,CCL,SCC,,Kazakhstan-United States BIT,,
1962,"CC/Devas (Mauritius) Ltd., Devas Employees Mauritius Private Limited and Telecom Devas Mauritius Limited v. India, UNCITRAL",,IND,,India-Mauritius BIT,874.0,"CC/Devas (Mauritius) Ltd., Devas Employees Mauritius Private Limited , Telecom Devas Mauritius Limited",,,India-Mauritius BIT,,
4114,"Niko Resources (Bangladesh) Ltd. v. Bangladesh Petroleum Exploration & Production Company Limited (""Bapex"") and Bangladesh Oil Gas and Mineral Corporation (""Petrobangla""),  ICSID Case No. ARB/10/11","Mining and quarrying, including hydrocarbons (oil and gas)",,,,,,ICSID,,,,ARB/10/11
223,"Cargill, Incorporated v. United Mexican States, ICSID Case No. ARB(AF)/05/2",,MEX,,NAFTA,11.0,Cargill Incorporated,ICSID Additional Facility,,NAFTA,,ARB(AF)/05/2
3503,"Adriano Gardella S.p.A. v. Côte d'Ivoire, ICSID Case No. ARB/74/1",Other service activities,,,,,,ICSID,In favour of Investor,,,ARB/74/1
2125,"Cervin Investissements S.A. and Rhone Investissements S.A. v. Republic of Costa Rica, ICSID Case No. ARB/13/2","Mining and quarrying, including hydrocarbons (oil and gas)",CRI,,Costa Rica-Switzerland BIT,937.0,"Cervin Investissements S.A. , Rhone Investissements S.A.",ICSID,Neither investor nor State (treaty breach(es) found but claim for damages rejected),Costa Rica-Switzerland BIT,,ARB/13/2
2487,"Caravelí Cotaruse Transmisora de Energía S.A.C. v. Republic of Peru, ICSID Case No. ARB/11/9",,PER,,Spain-Peru BIT,870.0,Caravelí Cotaruse Transmisora de Energía S.A.C.,ICSID,,Spain-Peru BIT,,ARB/11/9
2131,"Caratube International Oil Company LLP and Devincci Salah Hourani v. Republic of Kazakhstan, ICSID Case No. ARB/13/13",,KAZ,,Kazakhstan-United States BIT,72.0,"Caratube International Oil Company LLP , Hourani",ICSID,,Kazakhstan-United States BIT,,ARB/13/13
1935,Capital Global and Kaif Investment v. India,,IND,,Mauritius-India BIT,867.0,"Capital Global , Kaif Investment",,,Mauritius-India BIT,,
200,"Canfor Corporation v. United States of America; Terminal Forest Products Ltd. v. United States of America, UNCITRAL (formerly Canfor Corporation v. United States of America; Tembec et al. v. United States of America; Terminal Forest Products Ltd. v.",,USA,,NAFTA,11.0,"Canfor Corporation, Terminal Forest Products Ltd.",UNCITRAL,,NAFTA,,
188,"The Canadian Cattlemen for Fair Trade v. United States of America, UNCITRAL (formerly Consolidated Canadian Claims v. United States of America)",,USA,,NAFTA,11.0,Canadian Cattlemen for Fair Trade,UNCITRAL,,NAFTA,,
3443,CANACAR v. United States of America,Transportation and storage,,,NAFTA,11.0,,,,NAFTA,,
186,"Camuzzi International S.A. v. República Argentina, ICSID Case No. ARB/03/7",,ARG,,Argentina-Belgium-Luxembourg BIT,176.0,Camuzzi International S.A.,ICSID,,Argentina-Belgium-Luxembourg BIT,,ARB/03/7
184,"Camuzzi International S.A. v. The Argentine Republic, ICSID Case No. ARB/03/2",,ARG,,Argentina-Belgium-Luxembourg BIT,176.0,Camuzzi International S.A.,ICSID,,Argentina-Belgium-Luxembourg BIT,,ARB/03/2
3445,"Cambodia Power Company v. Kingdom of Cambodia, ICSID Case No. ARB/09/18","Electricity, gas, steam and air conditioning supply",,,,,,ICSID,In favour of Investor,,,ARB/09/18
3450,"Cable Television of Nevis, Ltd. and Cable Television of Nevis Holdings, Ltd. v. Federation of St. Kitts and Nevis, ICSID Case No. ARB/95/2",Information and communication,,,,,,ICSID,Discontinued,,,ARB/95/2
1933,"Bycell (Maxim Naumchenko, Andrey Polouektov and Tenoch Holdings Ltd) v. India",,IND,,Cyprus-India BIT,865.0,Bycell,,,Cyprus-India BIT,,
2010,"Burimi SRL and Eagle Games SH.A v. Republic of Albania, ICSID Case No. ARB/11/18",,ALB,,Albania-Italy BIT,879.0,"Burimi SRL, Eagle Games SH.A",ICSID,,Albania-Italy BIT,,ARB/11/18
179,"Bureau Veritas, Inspection, Valuation, Assessment and Control, BIVAC B.V. v. The Republic of Paraguay, ICSID Case No. ARB/07/9",,PRY,,Netherlands-Paraguay BIT,168.0,"Bureau Veritas, Inspection, Valuation, Assessment and Control, BIVAC B.V.",ICSID,,Netherlands-Paraguay BIT,,ARB/07/9
3688,"BSG Resources Limited, BSG Resources (Guinea) Limited and BSG Resources (Guinea) SÀRL v. Republic of Guinea, ICSID Case No. ARB/14/22","Mining and quarrying, including hydrocarbons (oil and gas)",,,,,,ICSID,,,GIN,ARB/14/22
3626,"Branimir Mensik v. Slovak Republic, ICSID Case No. ARB/06/9","Water supply; sewerage, waste management and remediation activities",,,Czech Republic-Switzerland BIT,629.0,,ICSID,Discontinued,Czech Republic-Switzerland BIT,,ARB/06/9
174,"Brandes Investment Partners, LP v. The Bolivarian Republic of Venezuela, ICSID Case No. ARB/08/3",,VEN,,Venezuela's Law on the Promotion and Protection of Investments (LPPI),,"Brandes Investment Partners, LP",ICSID,,,,ARB/08/3
172,"BP America Production Company, Pan American Sur SRL, Pan American Fueguina, SRL and Pan American Continental SRL v. The Argentine Republic, ICSID Case No. ARB/04/8",,ARG,,Argentina-United States BIT,179.0,"BP America Production Company, Pan American Sur SRL",ICSID,,Argentina-United States BIT,,ARB/04/8
211,"Caratube International Oil Company LLP v. The Republic of Kazakhstan, ICSID Case No. ARB/08/12",,KAZ,,Kazakhstan-United States BIT,72.0,Caratube International Oil Company LLP,ICSID,,Kazakhstan-United States BIT,,ARB/08/12
2465,"Farouk Bozbey v. Turkmenistan, UNCITRAL",,TKM,,Turkey-Turkmenistan BIT,634.0,Bozbey,UNCITRAL,,Turkey-Turkmenistan BIT,,
1563,"Bosh International, Inc and B&P Ltd Foreign Investments Enterprise v. Ukraine, ICSID Case No. ARB/08/11",,UKR,,Ukraine-United States BIT,337.0,"Bosh International, Inc, B&P Ltd Foreign Investments Enterprise",ICSID,,Ukraine-United States BIT,,ARB/08/11
2076,"Luigiterzo Bosca v. Lithuania, UNCITRAL",,LTU,,Italy-Lithuania BIT,917.0,Bosca,UNCITRAL,,Italy-Lithuania BIT,,
1470,"Border Timbers Limited, Border Timbers International (Private) Limited, and Hangani Development Co. (Private) Limited v. Republic of Zimbabwe, ICSID Case No. ARB/10/25",,ZWE,,Switzerland-Zimbabwe BIT,775.0,"Border Timbers Limited, Hangani Development Co. (Private) Limited",ICSID,,Switzerland-Zimbabwe BIT,,ARB/10/25
3581,"Booker plc v. Co-operative Republic of Guyana, ICSID Case No. ARB/01/9",Financial and insurance activities,,,Guyana - United Kingdom of Great Britain and Northern Ireland BIT,2269.0,,ICSID,Discontinued,Guyana - United Kingdom of Great Britain and Northern Ireland BIT,,ARB/01/9
2634,"Yuri Bogdanov and Yulia Bogdanova v. Republic of Moldova, SCC Case No. V091/2012",,MDA,,Moldova-Russian Federation BIT,157.0,"Bogdanov, Bogdanova",SCC,,Moldova-Russian Federation BIT,,V091/2012
169,"Yury Bogdanov v. Republic of Moldova, SCC Arbitration No. V (114/2009)",,MDA,,Moldova-Russian Federation BIT,157.0,Bogdanov,SCC,,Moldova-Russian Federation BIT,,
1513,"Blue Bank International & Trust (Barbados) Ltd. v. Bolivarian Republic of Venezuela, ICSID Case No. ARB 12/20",,VEN,,Barbados-Venezuela BIT,590.0,Blue Bank International & Trust (Barbados) Ltd.,ICSID,,Barbados-Venezuela BIT,,ARB/12/20
151,"Binder v. Czech Republic, UNCITRAL",,CZE,,Czech Republic-Germany BIT,149.0,Binder,UNCITRAL,,Czech Republic-Germany BIT,,
149,"Biedermann International, Inc. v. The Republic of Kazakhstan and The Association for Social and Economic Development of Western Kazakhstan ""Intercaspian"", SCC Case No. 97/1996",,KAZ,,Kazakhstan-United States BIT,72.0,"Biedermann International, Inc.",SCC,,Kazakhstan-United States BIT,,97/1996
168,"Iurii Bogdanov, Agurdino-Invest Ltd. and Agurdino-Chimia JSC v. Republic of Moldova, SCC",,MDA,,Moldova-Russian Federation BIT,157.0,"Bogdanov, Agurdino-Invest Ltd.",SCC,,Moldova-Russian Federation BIT,,
140,"Vladimir Berschader and Moïse Berschader v. The Russian Federation, SCC Case No. 080/2004",,RUS,,Belgium-Russian Federation BIT,142.0,Berschander,SCC,,Belgium-Russian Federation BIT,,080/2004
155,"Trinh Vinh Binh v. Vietnam, UNCITRAL",,VNM,,Netherlands-Vietnam BIT,151.0,Binh,UNCITRAL,,Netherlands-Vietnam BIT,,
1454,"Adem Dogan v. Turkmenistan, ICSID Case No. ARB/09/9",,,,,769.0,,ICSID,,Germany-Turkmenistan BIT,,ARB/09/9
157,"Biwater Gauff (Tanzania) Ltd. v. United Republic of Tanzania, ICSID Case No. ARB/05/22",,TZA,,Tanzania-United Kingdom BIT,153.0,Biwater Gauff (Tanzania) Ltd.,ICSID,,Tanzania-United Kingdom BIT,,ARB/05/22
138,"Stephane Benhamou v. Uruguay, UNCITRAL",,URY,,France-Uruguay BIT,140.0,Benhamou,UNCITRAL,,France-Uruguay BIT,,
2637,Lee John Beck and Central Asian Development Corporation v. Kyrgyz Republic,,KGZ,,CIS Convention for the Protection of Investors Rights (1997) (Russian),2417.0,"Lee John Beck, Central Asian Development Corporation",,,CIS Convention for the Protection of Investors Rights (1997),,
2848,"Bear Creek Mining Corporation v. Republic of Peru, ICSID Case No. ARB/14/2",,PER,,Canada-Peru Free Trade Agreement,1174.0,Bear Creek Mining Corporation,ICSID,,Canada-Peru Free Trade Agreement,,ARB/14/2
2301,"Bawabet Al Kuwait Holding Company v. Arab Republic of Egypt, ICSID Case No. ARB/11/6",,EGY,,,985.0,Bawabet Al Kuwait Holding Company,ICSID,,Egypt-Kuwait BIT,,ARB/11/6
131,"Bayindir Insaat Turizm Ticaret Ve Sanayi A.S. v. Islamic Republic of Pakistan, ICSID Case No. ARB/03/29",,PAK,,Pakistan-Turkey BIT,134.0,Bayindir Insaat Turizm Ticaret Ve Sanayi A.S.,ICSID,,Pakistan-Turkey BIT,,ARB/03/29
134,"Bayview Irrigation District et al. v. United Mexican States, ICSID Case No. ARB(AF)/05/1",,MEX,,NAFTA,11.0,Bayview Irrigation District,ICSID Additional Facility,,NAFTA,,ARB(AF)/05/1
3255,AVIC International Holding Corporation and Chengdu Aircraft Corporation v Triumph Aerostructures,"Professional, scientific and technical activities",,US $20,,,,ICC,In favour of Investor,,,
2959,"David R. Aven and Others v. Republic of Costa Rica, ICSID Case No. UNCT/15/3",,CRI,,,1179.0,Aven,UNCITRAL,,CAFTA-DR,,UNCT/15/3
3458,"Autopista Concesionada de Venezuela, C.A. v. Bolivarian Republic of Venezuela, ICSID Case No. ARB/00/5",Transportation and storage,,,,,,ICSID,In favour of Investor,,,ARB/00/5
3579,"Astaldi S.p.A. & Columbus Latinoamericana de Construcciones S.A. v. Republic of Honduras, ICSID Case No. ARB/99/8",Transportation and storage,,,,,,ICSID,In favour of Investor,,,ARB/99/8
103,"Austrian Airlines v. The Slovak Republic, UNCITRAL",,SVK,,Austria-Slovak Republic BIT,116.0,Austrian Airlines,UNCITRAL,,Austria-Slovak Republic BIT,,
1824,Attila Dogan Construction and Installation Co. v. The Sultanate of Oman,,OMN,,Oman-Turkey BIT,846.0,Attila Dogan Construction and Installation Co.,,,Oman-Turkey BIT,,
2869,"Serafín García Armas and Karina García Gruber v. The Bolivarian Republic of Venezuela, UNCITRAL, Caso CPA No. 2013-3",,VEN,,Spain-Venezuela BIT,610.0,"Armas, Gruber",UNCITRAL,,Spain-Venezuela BIT,,
3461,"Atlantic Triton Company Limited v. People's Revolutionary Republic of Guinea, ICSID Case No. ARB/84/1","Agriculture, forestry and fishing",,,,,,ICSID,In favour of Investor,,,ARB/84/1
3608,"Asset Recovery Trust S.A. v. Argentine Republic, ICSID Case No. ARB/05/11",Financial and insurance activities,,,Argentina-United States BIT,179.0,,ICSID,Discontinued,Argentina-United States BIT,,ARB/05/11
1846,"Mr. Franck Charles Arif v. Republic of Moldova, ICSID Case No. ARB/11/23",,MDA,,France-Moldova BIT,848.0,Arif,ICSID,,France-Moldova BIT,,ARB/11/23
3472,"Ares International S.r.l. and MetalGeo S.r.l. v. Georgia, ICSID Case No. ARB/05/23",Other service activities,,,Italy-Georgia BIT,2134.0,,ICSID,In favour of Investor,Italy-Georgia BIT,,ARB/05/23
3471,"Ares International S.r.l. and MetalGeo S.r.l. v. Georgia, ICSID Case No. ARB/05/23",Other service activities,,,Italy-Georgia BIT,2134.0,,ICSID,In favour of Investor,Italy-Georgia BIT,,ARB/05/23
2480,Vladimir Antonov v. Republic of Lithuania,,LTU,,Lithuania-Russian Federation BIT,401.0,Antonov,ICC,,Lithuania-Russian Federation BIT,,
79,"Limited Liability Company Amto v. Ukraine, SCC Case No. 080/2005",,UKR,,Energy Charter Treaty (ECT),59.0,Amto,SCC,,Energy Charter Treaty (ECT),,080/2005
3475,"Amco Asia Corporation and others v. Republic of Indonesia, ICSID Case No. ARB/81/1",Other service activities,,,,,,ICSID,In favour of Investor,,,ARB/81/1
3989,"Álvarez y Marín Corporación S.A. and others v. Republic of Panama, ICSID Case No. ARB/15/14",Real estate activities,,,Central America-Panama FTA 2002 (Spanish),2754.0,,ICSID,,Netherlands - Panama BIT (2000) and Central America-Panama FTA (2002),,ARB/15/14
143,"BG Group Plc. v. The Republic of Argentina, UNCITRAL",,ARG,,Argentina-United Kingdom BIT,119.0,BG Group Plc.,UNCITRAL,,Argentina-United Kingdom BIT,,
3593,"Alstom Power Italia SpA and Alstom SpA v. Republic of Mongolia, ICSID Case No. ARB/04/10","Electricity, gas, steam and air conditioning supply",,,,2282.0,,ICSID,In favour of Investor,Italy - Mongolia BIT,,ARB/04/10
2032,"Mr. Ali Allawi v. Pakistan, UNCITRAL",,PAK,,Pakistan-United Kingdom BIT,893.0,Allawi,UNCITRAL,,Pakistan-United Kingdom BIT,,
3495,"Alimenta S.A. v. Republic of The Gambia, ICSID Case No. ARB/99/5",Other service activities,,,Switzerland-Gambia BIT,2140.0,,ICSID,Settled,Switzerland-Gambia BIT,,ARB/99/5
3494,"Alimenta S.A. v. Republic of The Gambia, ICSID Case No. ARB/99/5",Other service activities,,,Switzerland-Gambia BIT,2139.0,,ICSID,Settled,Switzerland-Gambia BIT,,ARB/99/5
2783,"Giovanni Alemanni and Others v. The Argentine Republic, ICSID Case No. ARB/07/8",,ARG,,Argentina-Italy BIT,36.0,Alemanni,ICSID,,Argentina-Italy BIT,,ARB/07/8
3497,"Alcoa Minerals of Jamaica Inc. v. Jamaica, ICSID Case No. ARB/74/2","Mining and quarrying, including hydrocarbons (oil and gas)",,,,,,ICSID,Settled,,,ARB/74/2
3643,"ALAS International Baustoffproduktions AG v. Bosnia and Herzegovina, ICSID Case No. ARB/07/11",Construction,,,,2317.0,,ICSID,,Bosnia and Herzegovina - Austria BIT,,ARB/07/11
