id,document_id,symbol,title,title_en,title_fr,title_sp,date,derestricted_date,pages_en,pages_fr,pages_sp,status,collection,access_level,contents,dispute.code,doctype.name,document_reporttype.reporttype.name,document_product.product.name,document_url.url
86966,02-0153,WT/DS222/R,,Canada - Export Credits and Loan Guarantees for Regional Aircraft - Report of the Panel,Canada - Crédits à l'exportation et garanties de prêts accordés pour les aéronefs régionaux - Rapport du Groupe spécial,"Canadá - Créditos a la exportación y garantías de préstamos para las aeronaves regionales - Informe del Grupo Especial
",2002-01-28 00:00:00.000000,,485,548,563,Complete,WT,Public,"Short title: Canada - Aircraft Credits and Guarantees.
Canada - Export Credits and Loan Guarantees for Regional Aircraft. I. Introduction. A. Complaint of Brazil. B. Establishment and composition of the Panel. C. Panel proceedings. II. Factual aspects. III. Parties' requests for findings and recommendations  IV. Arguments of the Parties. V. Arguments of the third parties. VI. Interim review  VII. Findings. A. Introduction.  B. preliminary issues  1. Disputes over implementation - Article 21.5 of the DSU (regarding claims 1, 2, and 3 of Brazil)  2. Specificity of the Request for the Establishment of a Panel - Article 6.2 of the DSU (regarding claims 1, 2, 5, and 7 of Brazil)  C. programmes ""as such""  1. Mandatory/discretionary distinction  2. Export Development Corporation ""as such""  3. Investissement Québec ""as such""  D. EDC / IQ ""as applied""  E. information gathering by the panel  F. canada account support for the air wisconsin transaction  1. Is the Canada Account financing to Air Wisconsin an export subsidy?  2. Does the Canada Account financing to Air Wisconsin fall within the item (k) safe haven?  3. Conclusion  G. other edc transactions  1. Brazil's general ""benefit"" arguments  2. Brazil's transaction-specific ""benefit"" arguments  3. Is the EDC's Corporate Account financing to Comair ""contingent … upon export performance""?  4. Is the EDC's Canada Account financing to Air Nostrum ""contingent … upon export performance""?  5. Conclusion  H. IQ equity guarantees  1. Are IQ equity guarantees ""financial contributions""  2. Do the IQ equity guarantees confer a ""benefit""?  3. Are IQ equity guarantees ""contingent … upon export performance""?  4. Conclusion  I. IQ loan guarantees  VIII. Conclusions and recommendation:  Pursuant to Article 3.8 of the DSU, the findings in sub-paragraphs (e), (f) and (g) of the preceding paragraph also constitute a case of prima facie nullification or impairment of benefits accruing to Brazil under the SCM Agreement, which Canada has not rebutted.
In light of the above findings, we are required to make the recommendation provided for in Article 4.7 of the SCM Agreement.  Accordingly, we recommend that Canada withdraw the subsidies identified above without delay. Article 4.7 further provides that ""the panel shall specify in its recommendation the time-period within which the measure must be withdrawn.""  In other words, we are required to specify what period would represent withdrawal ""without delay"".  Taking into account the procedures that may be required to implement our recommendation on the one hand, and the requirement that Canada withdraw its subsidies ""without delay"" on the other, we conclude that Canada shall withdraw the subsidies identified in sub-paragraphs (e), (f), and (g) of paragraph 8.1 within 90 days.
",DS222,Panel report,Normal Report,aircraft,https://docs.wto.org/dol2fe/Pages/FE_Search/ExportFile.aspx?Id=86966&filename=Q/WT/DS/222R-02.pdf
86966,02-0153,WT/DS222/R,,Canada - Export Credits and Loan Guarantees for Regional Aircraft - Report of the Panel,Canada - Crédits à l'exportation et garanties de prêts accordés pour les aéronefs régionaux - Rapport du Groupe spécial,"Canadá - Créditos a la exportación y garantías de préstamos para las aeronaves regionales - Informe del Grupo Especial
",2002-01-28 00:00:00.000000,,485,548,563,Complete,WT,Public,"Short title: Canada - Aircraft Credits and Guarantees.
Canada - Export Credits and Loan Guarantees for Regional Aircraft. I. Introduction. A. Complaint of Brazil. B. Establishment and composition of the Panel. C. Panel proceedings. II. Factual aspects. III. Parties' requests for findings and recommendations  IV. Arguments of the Parties. V. Arguments of the third parties. VI. Interim review  VII. Findings. A. Introduction.  B. preliminary issues  1. Disputes over implementation - Article 21.5 of the DSU (regarding claims 1, 2, and 3 of Brazil)  2. Specificity of the Request for the Establishment of a Panel - Article 6.2 of the DSU (regarding claims 1, 2, 5, and 7 of Brazil)  C. programmes ""as such""  1. Mandatory/discretionary distinction  2. Export Development Corporation ""as such""  3. Investissement Québec ""as such""  D. EDC / IQ ""as applied""  E. information gathering by the panel  F. canada account support for the air wisconsin transaction  1. Is the Canada Account financing to Air Wisconsin an export subsidy?  2. Does the Canada Account financing to Air Wisconsin fall within the item (k) safe haven?  3. Conclusion  G. other edc transactions  1. Brazil's general ""benefit"" arguments  2. Brazil's transaction-specific ""benefit"" arguments  3. Is the EDC's Corporate Account financing to Comair ""contingent … upon export performance""?  4. Is the EDC's Canada Account financing to Air Nostrum ""contingent … upon export performance""?  5. Conclusion  H. IQ equity guarantees  1. Are IQ equity guarantees ""financial contributions""  2. Do the IQ equity guarantees confer a ""benefit""?  3. Are IQ equity guarantees ""contingent … upon export performance""?  4. Conclusion  I. IQ loan guarantees  VIII. Conclusions and recommendation:  Pursuant to Article 3.8 of the DSU, the findings in sub-paragraphs (e), (f) and (g) of the preceding paragraph also constitute a case of prima facie nullification or impairment of benefits accruing to Brazil under the SCM Agreement, which Canada has not rebutted.
In light of the above findings, we are required to make the recommendation provided for in Article 4.7 of the SCM Agreement.  Accordingly, we recommend that Canada withdraw the subsidies identified above without delay. Article 4.7 further provides that ""the panel shall specify in its recommendation the time-period within which the measure must be withdrawn.""  In other words, we are required to specify what period would represent withdrawal ""without delay"".  Taking into account the procedures that may be required to implement our recommendation on the one hand, and the requirement that Canada withdraw its subsidies ""without delay"" on the other, we conclude that Canada shall withdraw the subsidies identified in sub-paragraphs (e), (f), and (g) of paragraph 8.1 within 90 days.
",DS222,Panel report,Normal Report,aircraft,https://docs.wto.org/dol2fe/Pages/FE_Search/ExportFile.aspx?Id=86966&filename=Q/WT/DS/222R-03.pdf
4529,03-1961,WT/DS241/R,,Argentina - Definitive Anti-Dumping Duties on Poultry from Brazil - Report of the Panel,Argentine - Droits antidumping définitifs visant la viande de volaille en provenance du Brésil - Rapport du Groupe spécial,Argentina - Derechos antidumping definitivos sobre los pollos procedentes del Brasil - Informe del Grupo Especial,2003-04-22 00:00:00.000000,,520,123,586,Complete,WT,Public,"Short title: Argentina - Poultry Anti-Dumping Duties.
I. Introduction. II. Factual aspects. III. Parties' requests for findings and recommendations. A. Brazil. B. Argentina. IV. Arguments of the parties. V. Arguments of the third parties. VI. Interim review. A. Previous  MERCOSUR proceedings. B. Claim.10. C. Claim 11. D. Claim 13. E. Claim 17. F. Claim 21.G. Claim 22.
H. Claim 27. I. Claims  28 - 30. VII. Findings. A. Preliminary issues. B. General issues. C. Claims concerning the initiation of the investigation / alleged procedural violations during the course of the investigation. D. Conduct of the investigation and final affirmative determination. E. Violation of Article VI of GATT 1994 and Article 1 of the AD Agreement. VIII. Conclusions and recommendation. A. Conclusions.
B. Nullification or impairment. C. Recommendation. List of Annexes.",DS241,Panel report,Normal Report,meat (poultry),https://docs.wto.org/dol2fe/Pages/FE_Search/ExportFile.aspx?Id=4529&filename=Q/WT/DS/241R-00.pdf
4529,03-1961,WT/DS241/R,,Argentina - Definitive Anti-Dumping Duties on Poultry from Brazil - Report of the Panel,Argentine - Droits antidumping définitifs visant la viande de volaille en provenance du Brésil - Rapport du Groupe spécial,Argentina - Derechos antidumping definitivos sobre los pollos procedentes del Brasil - Informe del Grupo Especial,2003-04-22 00:00:00.000000,,520,123,586,Complete,WT,Public,"Short title: Argentina - Poultry Anti-Dumping Duties.
I. Introduction. II. Factual aspects. III. Parties' requests for findings and recommendations. A. Brazil. B. Argentina. IV. Arguments of the parties. V. Arguments of the third parties. VI. Interim review. A. Previous  MERCOSUR proceedings. B. Claim.10. C. Claim 11. D. Claim 13. E. Claim 17. F. Claim 21.G. Claim 22.
H. Claim 27. I. Claims  28 - 30. VII. Findings. A. Preliminary issues. B. General issues. C. Claims concerning the initiation of the investigation / alleged procedural violations during the course of the investigation. D. Conduct of the investigation and final affirmative determination. E. Violation of Article VI of GATT 1994 and Article 1 of the AD Agreement. VIII. Conclusions and recommendation. A. Conclusions.
B. Nullification or impairment. C. Recommendation. List of Annexes.",DS241,Panel report,Normal Report,meat (poultry),https://docs.wto.org/dol2fe/Pages/FE_Search/ExportFile.aspx?Id=4529&filename=Q/WT/DS/241R-01.pdf
4529,03-1961,WT/DS241/R,,Argentina - Definitive Anti-Dumping Duties on Poultry from Brazil - Report of the Panel,Argentine - Droits antidumping définitifs visant la viande de volaille en provenance du Brésil - Rapport du Groupe spécial,Argentina - Derechos antidumping definitivos sobre los pollos procedentes del Brasil - Informe del Grupo Especial,2003-04-22 00:00:00.000000,,520,123,586,Complete,WT,Public,"Short title: Argentina - Poultry Anti-Dumping Duties.
I. Introduction. II. Factual aspects. III. Parties' requests for findings and recommendations. A. Brazil. B. Argentina. IV. Arguments of the parties. V. Arguments of the third parties. VI. Interim review. A. Previous  MERCOSUR proceedings. B. Claim.10. C. Claim 11. D. Claim 13. E. Claim 17. F. Claim 21.G. Claim 22.
H. Claim 27. I. Claims  28 - 30. VII. Findings. A. Preliminary issues. B. General issues. C. Claims concerning the initiation of the investigation / alleged procedural violations during the course of the investigation. D. Conduct of the investigation and final affirmative determination. E. Violation of Article VI of GATT 1994 and Article 1 of the AD Agreement. VIII. Conclusions and recommendation. A. Conclusions.
B. Nullification or impairment. C. Recommendation. List of Annexes.",DS241,Panel report,Normal Report,meat (poultry),https://docs.wto.org/dol2fe/Pages/FE_Search/ExportFile.aspx?Id=4529&filename=Q/WT/DS/241R-02.pdf
4529,03-1961,WT/DS241/R,,Argentina - Definitive Anti-Dumping Duties on Poultry from Brazil - Report of the Panel,Argentine - Droits antidumping définitifs visant la viande de volaille en provenance du Brésil - Rapport du Groupe spécial,Argentina - Derechos antidumping definitivos sobre los pollos procedentes del Brasil - Informe del Grupo Especial,2003-04-22 00:00:00.000000,,520,123,586,Complete,WT,Public,"Short title: Argentina - Poultry Anti-Dumping Duties.
I. Introduction. II. Factual aspects. III. Parties' requests for findings and recommendations. A. Brazil. B. Argentina. IV. Arguments of the parties. V. Arguments of the third parties. VI. Interim review. A. Previous  MERCOSUR proceedings. B. Claim.10. C. Claim 11. D. Claim 13. E. Claim 17. F. Claim 21.G. Claim 22.
H. Claim 27. I. Claims  28 - 30. VII. Findings. A. Preliminary issues. B. General issues. C. Claims concerning the initiation of the investigation / alleged procedural violations during the course of the investigation. D. Conduct of the investigation and final affirmative determination. E. Violation of Article VI of GATT 1994 and Article 1 of the AD Agreement. VIII. Conclusions and recommendation. A. Conclusions.
B. Nullification or impairment. C. Recommendation. List of Annexes.",DS241,Panel report,Normal Report,meat (poultry),https://docs.wto.org/dol2fe/Pages/FE_Search/ExportFile.aspx?Id=4529&filename=Q/WT/DS/241R-03.pdf
36202,03-6276,WT/DS245/AB/R,,Japan - Measures Affecting the Importation of Apples - AB-2003-4 - Report of the Appellate Body,Japon - Mesures visant l'importation de pommes - AB-2003-4 - Rapport de l'Organe d'appel,Japón - Medidas que afectan a la importación de manzanas - AB-2003-4 - Informe del Órgano de Apelación,2003-11-26 00:00:00.000000,,100,115,120,Complete,WT,Public,"Short title: Japan - Apples. 
I. Introduction. II. Background. A. The Disease at Issue. B. The Product at Issue. C.	The Measure at Issue. III. Arguments of the Participants and the Third Participants. A.  Claims of Error by Japan - Appellant. B. Arguments of the United States - Appellee. ticle 11 of the DSU. C. Claim of Error by the United States - Appellant. D. Arguments of Japan - Appellee. E. Arguments of the Third Participants.  IV.	Preliminary Issue:  Sufficiency of the Notice of Appeal. V. Issues Raised in This Appeal. VI. Claim on the ""Authority"" of the Panel. VII. Article 2.2 of the  SPS Agreement. A. Apples Other Than Mature, Symptomless Apples. B. Mature, Symptomless Apples. VIII. Article 5.7 of the  SPS Agreement. 
A. The Insufficiency of Relevant Scientific Evidence. B. Japan's Argument on ""Scientific Uncertainty"". 
C. The Panel's Reliance on a ""History of 200 Years of Studies and Practical Experience"". IX. Article 5.1 of the  SPS Agreement. A. Evaluating the Likelihood of Entry, Establishment or Spread of Fire Blight. 
B. Evaluating the Likelihood of Entry, Establishment or Spread of Fire Blight ""According to the Sanitary or Phytosanitary Measures Which Might Be Applied"". C. Consideration of Scientific Evidence Arising Subsequent to the Risk Assessment at Issue. X. Article 11 of the DSU.  A. The Panel's Characterization of Experimental Evidence. B. Evidence ""Centered Around"" Mature, Symptomless Apple Fruit. 
C. Experts' Statements of Caution. D. Completion of the Pathway and ""Theoretical Risk"". 
XI. Findings and Conclusions. ",DS245,Appellate Body report,Normal Report,apples,https://docs.wto.org/dol2fe/Pages/FE_Search/DDFDocuments/36202/Q/WT/DS/245ABR.pdf
33304,03-5966,WT/DS248/AB/R ; WT/DS249/AB/R ; WT/DS251/AB/R ; WT/DS252/AB/R ; WT/DS253/AB/R ; WT/DS254/AB/R ; WT/DS258/AB/R ; WT/DS259/AB/R,,United States - Definitive Safeguard Measures on Imports of Certain Steel Products - AB-2003-3 - Report of the Appellate Body,États-Unis - Mesures de sauvegarde définitives à l'importation de certains produits en acier - AB-2003-3 - Rapport de l'Organe d'appel,Estados Unidos - Medidas de salvaguardia definitivas sobre las importaciones de determinados productos de acero - AB-2003-3 - Informe del Órgano de Apelación,2003-11-10 00:00:00.000000,,184,209,219,Complete,WT,Public,"Short title: US - Steel Safeguards. 
I. Introduction. II. Factual Background. III. Arguments of the Participants and the Third Participants.  IV. A. Claims of Error by the United States - Appellant. B. Arguments of Brazil - Appellee. C. Arguments of China - Appellee. D. Arguments of European Communities - Appellee. E. Arguments of Japan - Appellee. F.  Arguments of Korea - Appellee . G. Arguments of New Zealand - Appellee. H. Arguments of Norway - Appellee. I. Arguments of Switzerland - Appellee. J. Conditional Appeals. K. Arguments of the Third Participants.  IV. Issues Raised In This Appeal. V. Unforeseen Developments and Article 3.1 of the  Agreement on Safeguards.  A. Appropriate Standard of Review for Claims Under Article XIX:1(a) of the GATT 1994. B. Article 3.1 of the Agreement on Safeguards. C.  Is it Necessary to Demonstrate for Each Safeguard Measure at Issue that Unforeseen Developments Resulted in Increased Imports? D. Alleged Failure by the Panel to ""Link"" Certain Data to the USITC's Demonstration of how ""Unforeseen Developments"" Resulted in Increased Imports. VI. Increased Imports. A. CCFRS, Hot-Rolled Bar, and Stainless Steel Rod. B. Tin Mill Products and Stainless Steel Wire. VII. Parallelism. VIII. Causation. A.	CCFRS, Hot-Rolled Bar, Cold-Finished Bar, Rebar, Welded Pipe, FFTJ, and Stainless Steel Bar. B. Tin Mill Products and Stainless Steel Wire. IX. Article 11 of the DSU.  X. Article 12.7 of the DSU. XI. Conditional Appeals. XII. Findings and Conclusions.

",DS248,Appellate Body report,Normal Report,steel products,https://docs.wto.org/dol2fe/Pages/FE_Search/DDFDocuments/33304/Q/WT/DS/259ABR.pdf
33304,03-5966,WT/DS248/AB/R ; WT/DS249/AB/R ; WT/DS251/AB/R ; WT/DS252/AB/R ; WT/DS253/AB/R ; WT/DS254/AB/R ; WT/DS258/AB/R ; WT/DS259/AB/R,,United States - Definitive Safeguard Measures on Imports of Certain Steel Products - AB-2003-3 - Report of the Appellate Body,États-Unis - Mesures de sauvegarde définitives à l'importation de certains produits en acier - AB-2003-3 - Rapport de l'Organe d'appel,Estados Unidos - Medidas de salvaguardia definitivas sobre las importaciones de determinados productos de acero - AB-2003-3 - Informe del Órgano de Apelación,2003-11-10 00:00:00.000000,,184,209,219,Complete,WT,Public,"Short title: US - Steel Safeguards. 
I. Introduction. II. Factual Background. III. Arguments of the Participants and the Third Participants.  IV. A. Claims of Error by the United States - Appellant. B. Arguments of Brazil - Appellee. C. Arguments of China - Appellee. D. Arguments of European Communities - Appellee. E. Arguments of Japan - Appellee. F.  Arguments of Korea - Appellee . G. Arguments of New Zealand - Appellee. H. Arguments of Norway - Appellee. I. Arguments of Switzerland - Appellee. J. Conditional Appeals. K. Arguments of the Third Participants.  IV. Issues Raised In This Appeal. V. Unforeseen Developments and Article 3.1 of the  Agreement on Safeguards.  A. Appropriate Standard of Review for Claims Under Article XIX:1(a) of the GATT 1994. B. Article 3.1 of the Agreement on Safeguards. C.  Is it Necessary to Demonstrate for Each Safeguard Measure at Issue that Unforeseen Developments Resulted in Increased Imports? D. Alleged Failure by the Panel to ""Link"" Certain Data to the USITC's Demonstration of how ""Unforeseen Developments"" Resulted in Increased Imports. VI. Increased Imports. A. CCFRS, Hot-Rolled Bar, and Stainless Steel Rod. B. Tin Mill Products and Stainless Steel Wire. VII. Parallelism. VIII. Causation. A.	CCFRS, Hot-Rolled Bar, Cold-Finished Bar, Rebar, Welded Pipe, FFTJ, and Stainless Steel Bar. B. Tin Mill Products and Stainless Steel Wire. IX. Article 11 of the DSU.  X. Article 12.7 of the DSU. XI. Conditional Appeals. XII. Findings and Conclusions.

",DS249,Appellate Body report,Normal Report,steel products,https://docs.wto.org/dol2fe/Pages/FE_Search/DDFDocuments/33304/Q/WT/DS/259ABR.pdf
33304,03-5966,WT/DS248/AB/R ; WT/DS249/AB/R ; WT/DS251/AB/R ; WT/DS252/AB/R ; WT/DS253/AB/R ; WT/DS254/AB/R ; WT/DS258/AB/R ; WT/DS259/AB/R,,United States - Definitive Safeguard Measures on Imports of Certain Steel Products - AB-2003-3 - Report of the Appellate Body,États-Unis - Mesures de sauvegarde définitives à l'importation de certains produits en acier - AB-2003-3 - Rapport de l'Organe d'appel,Estados Unidos - Medidas de salvaguardia definitivas sobre las importaciones de determinados productos de acero - AB-2003-3 - Informe del Órgano de Apelación,2003-11-10 00:00:00.000000,,184,209,219,Complete,WT,Public,"Short title: US - Steel Safeguards. 
I. Introduction. II. Factual Background. III. Arguments of the Participants and the Third Participants.  IV. A. Claims of Error by the United States - Appellant. B. Arguments of Brazil - Appellee. C. Arguments of China - Appellee. D. Arguments of European Communities - Appellee. E. Arguments of Japan - Appellee. F.  Arguments of Korea - Appellee . G. Arguments of New Zealand - Appellee. H. Arguments of Norway - Appellee. I. Arguments of Switzerland - Appellee. J. Conditional Appeals. K. Arguments of the Third Participants.  IV. Issues Raised In This Appeal. V. Unforeseen Developments and Article 3.1 of the  Agreement on Safeguards.  A. Appropriate Standard of Review for Claims Under Article XIX:1(a) of the GATT 1994. B. Article 3.1 of the Agreement on Safeguards. C.  Is it Necessary to Demonstrate for Each Safeguard Measure at Issue that Unforeseen Developments Resulted in Increased Imports? D. Alleged Failure by the Panel to ""Link"" Certain Data to the USITC's Demonstration of how ""Unforeseen Developments"" Resulted in Increased Imports. VI. Increased Imports. A. CCFRS, Hot-Rolled Bar, and Stainless Steel Rod. B. Tin Mill Products and Stainless Steel Wire. VII. Parallelism. VIII. Causation. A.	CCFRS, Hot-Rolled Bar, Cold-Finished Bar, Rebar, Welded Pipe, FFTJ, and Stainless Steel Bar. B. Tin Mill Products and Stainless Steel Wire. IX. Article 11 of the DSU.  X. Article 12.7 of the DSU. XI. Conditional Appeals. XII. Findings and Conclusions.

",DS251,Appellate Body report,Normal Report,steel products,https://docs.wto.org/dol2fe/Pages/FE_Search/DDFDocuments/33304/Q/WT/DS/259ABR.pdf
33304,03-5966,WT/DS248/AB/R ; WT/DS249/AB/R ; WT/DS251/AB/R ; WT/DS252/AB/R ; WT/DS253/AB/R ; WT/DS254/AB/R ; WT/DS258/AB/R ; WT/DS259/AB/R,,United States - Definitive Safeguard Measures on Imports of Certain Steel Products - AB-2003-3 - Report of the Appellate Body,États-Unis - Mesures de sauvegarde définitives à l'importation de certains produits en acier - AB-2003-3 - Rapport de l'Organe d'appel,Estados Unidos - Medidas de salvaguardia definitivas sobre las importaciones de determinados productos de acero - AB-2003-3 - Informe del Órgano de Apelación,2003-11-10 00:00:00.000000,,184,209,219,Complete,WT,Public,"Short title: US - Steel Safeguards. 
I. Introduction. II. Factual Background. III. Arguments of the Participants and the Third Participants.  IV. A. Claims of Error by the United States - Appellant. B. Arguments of Brazil - Appellee. C. Arguments of China - Appellee. D. Arguments of European Communities - Appellee. E. Arguments of Japan - Appellee. F.  Arguments of Korea - Appellee . G. Arguments of New Zealand - Appellee. H. Arguments of Norway - Appellee. I. Arguments of Switzerland - Appellee. J. Conditional Appeals. K. Arguments of the Third Participants.  IV. Issues Raised In This Appeal. V. Unforeseen Developments and Article 3.1 of the  Agreement on Safeguards.  A. Appropriate Standard of Review for Claims Under Article XIX:1(a) of the GATT 1994. B. Article 3.1 of the Agreement on Safeguards. C.  Is it Necessary to Demonstrate for Each Safeguard Measure at Issue that Unforeseen Developments Resulted in Increased Imports? D. Alleged Failure by the Panel to ""Link"" Certain Data to the USITC's Demonstration of how ""Unforeseen Developments"" Resulted in Increased Imports. VI. Increased Imports. A. CCFRS, Hot-Rolled Bar, and Stainless Steel Rod. B. Tin Mill Products and Stainless Steel Wire. VII. Parallelism. VIII. Causation. A.	CCFRS, Hot-Rolled Bar, Cold-Finished Bar, Rebar, Welded Pipe, FFTJ, and Stainless Steel Bar. B. Tin Mill Products and Stainless Steel Wire. IX. Article 11 of the DSU.  X. Article 12.7 of the DSU. XI. Conditional Appeals. XII. Findings and Conclusions.

",DS252,Appellate Body report,Normal Report,steel products,https://docs.wto.org/dol2fe/Pages/FE_Search/DDFDocuments/33304/Q/WT/DS/259ABR.pdf
33304,03-5966,WT/DS248/AB/R ; WT/DS249/AB/R ; WT/DS251/AB/R ; WT/DS252/AB/R ; WT/DS253/AB/R ; WT/DS254/AB/R ; WT/DS258/AB/R ; WT/DS259/AB/R,,United States - Definitive Safeguard Measures on Imports of Certain Steel Products - AB-2003-3 - Report of the Appellate Body,États-Unis - Mesures de sauvegarde définitives à l'importation de certains produits en acier - AB-2003-3 - Rapport de l'Organe d'appel,Estados Unidos - Medidas de salvaguardia definitivas sobre las importaciones de determinados productos de acero - AB-2003-3 - Informe del Órgano de Apelación,2003-11-10 00:00:00.000000,,184,209,219,Complete,WT,Public,"Short title: US - Steel Safeguards. 
I. Introduction. II. Factual Background. III. Arguments of the Participants and the Third Participants.  IV. A. Claims of Error by the United States - Appellant. B. Arguments of Brazil - Appellee. C. Arguments of China - Appellee. D. Arguments of European Communities - Appellee. E. Arguments of Japan - Appellee. F.  Arguments of Korea - Appellee . G. Arguments of New Zealand - Appellee. H. Arguments of Norway - Appellee. I. Arguments of Switzerland - Appellee. J. Conditional Appeals. K. Arguments of the Third Participants.  IV. Issues Raised In This Appeal. V. Unforeseen Developments and Article 3.1 of the  Agreement on Safeguards.  A. Appropriate Standard of Review for Claims Under Article XIX:1(a) of the GATT 1994. B. Article 3.1 of the Agreement on Safeguards. C.  Is it Necessary to Demonstrate for Each Safeguard Measure at Issue that Unforeseen Developments Resulted in Increased Imports? D. Alleged Failure by the Panel to ""Link"" Certain Data to the USITC's Demonstration of how ""Unforeseen Developments"" Resulted in Increased Imports. VI. Increased Imports. A. CCFRS, Hot-Rolled Bar, and Stainless Steel Rod. B. Tin Mill Products and Stainless Steel Wire. VII. Parallelism. VIII. Causation. A.	CCFRS, Hot-Rolled Bar, Cold-Finished Bar, Rebar, Welded Pipe, FFTJ, and Stainless Steel Bar. B. Tin Mill Products and Stainless Steel Wire. IX. Article 11 of the DSU.  X. Article 12.7 of the DSU. XI. Conditional Appeals. XII. Findings and Conclusions.

",DS253,Appellate Body report,Normal Report,steel products,https://docs.wto.org/dol2fe/Pages/FE_Search/DDFDocuments/33304/Q/WT/DS/259ABR.pdf
33304,03-5966,WT/DS248/AB/R ; WT/DS249/AB/R ; WT/DS251/AB/R ; WT/DS252/AB/R ; WT/DS253/AB/R ; WT/DS254/AB/R ; WT/DS258/AB/R ; WT/DS259/AB/R,,United States - Definitive Safeguard Measures on Imports of Certain Steel Products - AB-2003-3 - Report of the Appellate Body,États-Unis - Mesures de sauvegarde définitives à l'importation de certains produits en acier - AB-2003-3 - Rapport de l'Organe d'appel,Estados Unidos - Medidas de salvaguardia definitivas sobre las importaciones de determinados productos de acero - AB-2003-3 - Informe del Órgano de Apelación,2003-11-10 00:00:00.000000,,184,209,219,Complete,WT,Public,"Short title: US - Steel Safeguards. 
I. Introduction. II. Factual Background. III. Arguments of the Participants and the Third Participants.  IV. A. Claims of Error by the United States - Appellant. B. Arguments of Brazil - Appellee. C. Arguments of China - Appellee. D. Arguments of European Communities - Appellee. E. Arguments of Japan - Appellee. F.  Arguments of Korea - Appellee . G. Arguments of New Zealand - Appellee. H. Arguments of Norway - Appellee. I. Arguments of Switzerland - Appellee. J. Conditional Appeals. K. Arguments of the Third Participants.  IV. Issues Raised In This Appeal. V. Unforeseen Developments and Article 3.1 of the  Agreement on Safeguards.  A. Appropriate Standard of Review for Claims Under Article XIX:1(a) of the GATT 1994. B. Article 3.1 of the Agreement on Safeguards. C.  Is it Necessary to Demonstrate for Each Safeguard Measure at Issue that Unforeseen Developments Resulted in Increased Imports? D. Alleged Failure by the Panel to ""Link"" Certain Data to the USITC's Demonstration of how ""Unforeseen Developments"" Resulted in Increased Imports. VI. Increased Imports. A. CCFRS, Hot-Rolled Bar, and Stainless Steel Rod. B. Tin Mill Products and Stainless Steel Wire. VII. Parallelism. VIII. Causation. A.	CCFRS, Hot-Rolled Bar, Cold-Finished Bar, Rebar, Welded Pipe, FFTJ, and Stainless Steel Bar. B. Tin Mill Products and Stainless Steel Wire. IX. Article 11 of the DSU.  X. Article 12.7 of the DSU. XI. Conditional Appeals. XII. Findings and Conclusions.

",DS254,Appellate Body report,Normal Report,steel products,https://docs.wto.org/dol2fe/Pages/FE_Search/DDFDocuments/33304/Q/WT/DS/259ABR.pdf
33304,03-5966,WT/DS248/AB/R ; WT/DS249/AB/R ; WT/DS251/AB/R ; WT/DS252/AB/R ; WT/DS253/AB/R ; WT/DS254/AB/R ; WT/DS258/AB/R ; WT/DS259/AB/R,,United States - Definitive Safeguard Measures on Imports of Certain Steel Products - AB-2003-3 - Report of the Appellate Body,États-Unis - Mesures de sauvegarde définitives à l'importation de certains produits en acier - AB-2003-3 - Rapport de l'Organe d'appel,Estados Unidos - Medidas de salvaguardia definitivas sobre las importaciones de determinados productos de acero - AB-2003-3 - Informe del Órgano de Apelación,2003-11-10 00:00:00.000000,,184,209,219,Complete,WT,Public,"Short title: US - Steel Safeguards. 
I. Introduction. II. Factual Background. III. Arguments of the Participants and the Third Participants.  IV. A. Claims of Error by the United States - Appellant. B. Arguments of Brazil - Appellee. C. Arguments of China - Appellee. D. Arguments of European Communities - Appellee. E. Arguments of Japan - Appellee. F.  Arguments of Korea - Appellee . G. Arguments of New Zealand - Appellee. H. Arguments of Norway - Appellee. I. Arguments of Switzerland - Appellee. J. Conditional Appeals. K. Arguments of the Third Participants.  IV. Issues Raised In This Appeal. V. Unforeseen Developments and Article 3.1 of the  Agreement on Safeguards.  A. Appropriate Standard of Review for Claims Under Article XIX:1(a) of the GATT 1994. B. Article 3.1 of the Agreement on Safeguards. C.  Is it Necessary to Demonstrate for Each Safeguard Measure at Issue that Unforeseen Developments Resulted in Increased Imports? D. Alleged Failure by the Panel to ""Link"" Certain Data to the USITC's Demonstration of how ""Unforeseen Developments"" Resulted in Increased Imports. VI. Increased Imports. A. CCFRS, Hot-Rolled Bar, and Stainless Steel Rod. B. Tin Mill Products and Stainless Steel Wire. VII. Parallelism. VIII. Causation. A.	CCFRS, Hot-Rolled Bar, Cold-Finished Bar, Rebar, Welded Pipe, FFTJ, and Stainless Steel Bar. B. Tin Mill Products and Stainless Steel Wire. IX. Article 11 of the DSU.  X. Article 12.7 of the DSU. XI. Conditional Appeals. XII. Findings and Conclusions.

",DS258,Appellate Body report,Normal Report,steel products,https://docs.wto.org/dol2fe/Pages/FE_Search/DDFDocuments/33304/Q/WT/DS/259ABR.pdf
